"municipio","poblacion","poblacion_c","concejo_grande","n_concejales","pib_pc","prop_pobres","bancas_2000","mortalidad_infantil","mortalidad_postneonatal","matricula_primaria","ideb","burocratas","proyectos_servicios"
"M0933",45109,-2510,0,9,15.3,0.398,9,22.4,6.3,25.2,4.9,503,61
"M0934",37357,-10262,0,9,9.7,0.445,10,22.3,4.6,23.8,3.5,438,44
"M0935",29568,-18051,0,9,10.4,0.374,9,18.5,9.5,25.9,4.1,458,44
"M0936",68968,21349,1,10,12.6,0.376,9,15.7,4.7,27.9,3.9,651,54
"M0937",50645,3026,1,10,13.8,0.283,9,15,5.5,21.6,5,540,43
"M0938",35141,-12478,0,9,14.2,0.415,9,16.7,6.7,27.1,4.9,475,36
"M0939",51437,3818,1,10,13.5,0.402,9,19.9,7.9,31.9,4.2,581,60
"M0940",54584,6965,1,10,16,0.325,9,17,6.6,24.8,5.1,567,54
"M0941",69977,22358,1,10,16.4,0.271,10,19.5,4.8,29.9,5.6,614,52
"M0942",56037,8418,1,10,13.7,0.345,9,17,5,28.5,4.6,561,27
"M0943",50052,2433,1,10,8.9,0.473,9,16.8,4.7,30.3,4.9,565,51
"M0944",61427,13808,1,10,15.4,0.305,9,18.9,5.8,24.7,4.6,591,49
"M0945",37004,-10615,0,9,10.2,0.319,9,18.9,8.2,26,3.8,412,24
"M0946",30825,-16794,0,9,13.9,0.368,9,25.3,7.3,23.9,4,388,33
"M0947",40469,-7150,0,9,11.5,0.375,10,19.7,7.5,21.3,4.5,496,35
"M0948",40953,-6666,0,9,10.3,0.387,9,21.5,6.4,25.1,4.6,445,35
"M0949",35714,-11905,0,9,8.9,0.356,9,22.5,8.3,30.1,4.6,489,34
"M0950",67112,19493,1,10,15.2,0.279,9,16.3,5.4,25.7,4.7,673,57
"M0951",37293,-10326,0,9,10.5,0.382,9,22.1,7.3,24.1,4.7,556,39
"M0952",34159,-13460,0,9,14.4,0.374,10,20.4,4.7,18.4,4,480,27
"M0953",59068,11449,1,10,12.8,0.26,9,13.6,6.7,26,4.5,579,34
"M0954",40412,-7207,0,9,12.5,0.371,9,18,7.1,22.6,4.9,438,36
"M0955",30765,-16854,0,9,8.6,0.296,10,20.8,7.1,29.1,4,454,39
"M0956",58924,11305,1,10,14.4,0.39,9,16.8,6.2,25.5,5.1,733,50
"M0957",41133,-6486,0,9,13.3,0.358,9,26.2,8.9,27.2,5.7,445,34
"M0958",57678,10059,1,10,11.6,0.363,9,20.7,7.4,27.7,4,557,38
"M0959",62273,14654,1,10,12.9,0.232,9,18.5,7.1,29.9,4.4,646,51
"M0960",44911,-2708,0,9,11.1,0.285,9,19.6,7.4,23.9,4.8,506,34
"M0961",23885,-23734,0,9,8.3,0.355,9,18.3,7.1,26.8,3.7,604,20
"M0962",60467,12848,1,10,12.7,0.293,9,16.1,6.3,22.1,4.9,557,45
"M0963",29408,-18211,0,9,10.3,0.362,9,17.6,5.9,20.4,3.9,357,35
"M0964",25848,-21771,0,9,6.5,0.378,10,22.1,7.4,18.9,3.7,521,25
"M0965",35039,-12580,0,9,9.6,0.447,9,17.3,7.4,22.6,4.6,493,50
"M0966",42565,-5054,0,9,8.9,0.354,9,21.8,5.4,26.2,5,491,41
"M0967",51118,3499,1,10,11.5,0.339,9,13.1,6.1,27.7,4.9,596,43
"M0968",44915,-2704,0,9,8.6,0.365,9,23.3,5.2,24.7,5.4,410,36
"M0969",60631,13012,1,10,11,0.332,9,16.2,7.9,27,4.7,719,59
"M0970",74008,26389,1,10,17,0.264,9,22.6,5.5,30.8,5.3,617,47
"M0971",50007,2388,1,10,11.9,0.238,9,18.6,4.9,23.9,4.3,541,67
"M0972",62982,15363,1,10,11.9,0.292,9,14,4.7,20.6,4.6,588,43
"M0973",52290,4671,1,10,14.8,0.311,9,15.4,4.7,26.8,4.6,642,49
"M0974",56935,9316,1,10,14.5,0.328,9,20.5,5.5,22.9,3.9,627,52
"M0975",41388,-6231,0,9,9.9,0.402,10,23.3,6.8,22.4,5.2,435,38
"M0976",69757,22138,1,10,14.6,0.336,10,19.5,5,21,4.9,583,42
"M0977",33908,-13711,0,9,8,0.301,9,17.1,6,23.1,3.9,435,42
"M0978",66883,19264,1,10,13.4,0.347,9,19.5,5.9,24.7,4.1,627,47
"M0979",34781,-12838,0,9,11.2,0.349,10,24.1,7.4,25.1,4.3,418,37
"M0980",55964,8345,1,10,11.6,0.24,10,18,7.9,21.5,4.2,505,39
"M0981",68665,21046,1,10,13.4,0.266,9,17.7,5,25,4.7,632,38
"M0982",34590,-13029,0,9,12,0.379,10,19.7,6.7,23.2,4.1,434,41
"M0983",40966,-6653,0,9,10,0.335,9,22.1,5.5,26.3,3.7,446,33
"M0984",21007,-26612,0,9,9,0.468,9,20.1,7.4,22.2,4.4,474,34
"M0985",67809,20190,1,10,14.4,0.317,9,17.4,5.5,24.1,4.9,661,49
"M0986",32213,-15406,0,9,8.4,0.432,9,20.9,8.3,26.4,4.1,505,54
"M0987",38262,-9357,0,9,11.1,0.296,9,20.9,8.3,22.9,4.3,386,34
"M0988",26891,-20728,0,9,10.5,0.42,9,26.1,8.5,28.6,4.6,508,39
"M0989",62731,15112,1,10,12.9,0.392,10,18.2,5.7,26.8,4.8,646,52
"M0990",20110,-27509,0,9,8.5,0.48,9,23.1,5.2,25.3,4.7,457,45
"M0991",73093,25474,1,10,14.6,0.18,10,15.1,3.7,29.1,4.7,595,57
"M0992",24578,-23041,0,9,10.5,0.355,9,21.3,6,21.1,4.1,423,33
"M0993",33110,-14509,0,9,9.5,0.366,10,17.4,8.2,24.8,4.8,527,47
"M0994",71244,23625,1,10,12.1,0.227,9,17.8,5.4,32.8,3.4,581,53
"M0995",55521,7902,1,10,10.7,0.264,9,20.1,7.5,25,4.5,555,61
"M0996",42598,-5021,0,9,8,0.343,9,23.8,6.3,20.7,4.1,465,41
"M0997",68703,21084,1,10,14.7,0.37,9,15.7,4.7,28.3,5.6,633,44
"M0998",70972,23353,1,10,15,0.315,9,19.7,7.6,25.5,4,645,50
"M0999",56385,8766,1,10,12.1,0.296,9,17.4,5.2,28.3,4,647,38
"M1000",62628,15009,1,10,11.7,0.341,9,15.9,5.9,25.1,4,614,47
"M1001",68365,20746,1,10,16,0.259,9,16.2,4.8,29.6,5.1,609,47
"M1002",48941,1322,1,10,12.5,0.348,9,21.6,5.1,22.3,5.8,591,48
"M1003",55018,7399,1,10,11,0.368,10,17.2,6.1,28.6,5.1,522,56
"M1004",52669,5050,1,10,10.3,0.357,9,14.9,4.9,24.5,4.5,624,36
"M1005",46991,-628,0,9,11.6,0.374,9,19.4,9.5,17.7,3.9,450,42
"M1006",57840,10221,1,10,15.1,0.289,9,22.6,5,22.6,5.2,558,41
"M1007",56449,8830,1,10,14.3,0.289,9,17.4,7.4,25.8,4.6,548,49
"M1008",54019,6400,1,10,13,0.302,9,13.1,7.7,24.6,5.2,641,51
"M1009",73206,25587,1,10,11.7,0.312,9,17.1,5.3,33.1,4.5,630,49
"M1010",31387,-16232,0,9,13.2,0.321,9,23.6,7.7,24.4,3.6,411,39
"M1011",42852,-4767,0,9,13.7,0.355,9,20.9,5.9,18.5,5.3,521,39
"M1012",26553,-21066,0,9,10.7,0.386,9,21.8,8.2,21.2,4.8,502,54
"M1013",52232,4613,1,10,9.2,0.265,9,18.6,6.1,31,4,607,49
"M1014",53669,6050,1,10,11.7,0.357,9,15.7,4.9,26.9,5,522,40
"M1015",63912,16293,1,10,14.9,0.36,9,16.1,7.6,28.7,4,579,48
"M1016",26259,-21360,0,9,10.7,0.27,9,16.4,8.2,23.5,4.4,471,39
"M1017",29792,-17827,0,9,11,0.455,9,21.5,6.7,30.7,4.8,424,37
"M1018",33103,-14516,0,9,11.7,0.361,9,21.3,9.4,24.4,5,484,47
"M1019",22057,-25562,0,9,11.8,0.411,9,21.7,8.6,23.9,3.9,358,28
"M1020",57449,9830,1,10,12.7,0.303,9,16.5,3.5,28.3,4.9,647,49
"M1021",57595,9976,1,10,15.8,0.334,9,18.5,6.1,25.8,4.3,576,50
"M1022",31929,-15690,0,9,9.9,0.328,9,22.4,8.3,20.1,4.5,493,30
"M1023",55434,7815,1,10,14.1,0.409,9,18.7,4.9,30.6,5.4,564,54
"M1024",35751,-11868,0,9,9.8,0.337,9,19,8.3,25.8,4.5,443,38
"M1025",55491,7872,1,10,14.9,0.277,9,18.8,4.7,30.5,4.4,558,46
"M1026",46530,-1089,0,9,9.6,0.417,9,19.7,6.7,23.6,5,521,36
"M1027",28879,-18740,0,9,7.4,0.369,9,23.6,7.3,16,4.8,476,41
"M1028",56509,8890,1,10,12.9,0.295,10,15.1,5.6,25.9,4.8,558,45
"M1029",22160,-25459,0,9,9.4,0.371,9,19.6,6.5,27.3,4.1,566,29
"M1030",52535,4916,1,10,10.6,0.313,9,16.9,5.3,26.7,4,531,48
"M1031",63234,15615,1,10,14,0.299,9,12.5,3.6,26.1,4.3,596,55
"M1032",62808,15189,1,10,10.6,0.364,9,14.8,8,25.6,4.5,593,52
"M1033",69736,22117,1,10,15.9,0.297,10,14.7,6.4,22.3,4.7,654,46
"M1034",54702,7083,1,10,14.1,0.306,9,19.8,8.2,27.2,5,645,55
"M1035",49357,1738,1,10,12.2,0.414,9,19.1,6.7,25,4.3,520,54
"M1036",43982,-3637,0,9,16.2,0.29,9,20.3,6.2,28.3,4.9,485,35
"M1037",50962,3343,1,10,13.9,0.212,9,17.5,4.7,29.8,3.8,505,47
"M1038",70076,22457,1,10,14.2,0.368,9,12.5,5.3,30.3,5.1,636,41
"M1039",72665,25046,1,10,14.2,0.2,9,19.5,4.9,28.9,4,584,59
"M1040",24173,-23446,0,9,10.1,0.437,9,23.2,6.2,24.3,3.2,486,32
"M1041",69602,21983,1,10,13,0.257,9,13.7,4.2,26.9,4.3,653,54
"M1042",73389,25770,1,10,12.8,0.318,9,14.4,6.3,28.2,4.6,570,64
"M1043",61642,14023,1,10,14.1,0.319,9,15.2,7.3,27.6,4.4,591,34
"M1044",55717,8098,1,10,12,0.319,9,17.3,6.6,29,4.9,500,47
"M1045",56310,8691,1,10,12.4,0.32,10,19.5,5.5,23.6,5,596,42
"M1046",23225,-24394,0,9,8.8,0.436,9,26.8,7.2,19.7,4.6,417,31
"M1047",33474,-14145,0,9,8.2,0.408,9,20.2,10.5,24.7,3.8,472,45
"M1048",29968,-17651,0,9,11.4,0.368,9,20.7,6.6,23.4,3.8,393,46
"M1049",56014,8395,1,10,10.9,0.36,9,17.6,7.3,21.6,5.1,672,52
"M1050",22107,-25512,0,9,11.4,0.378,9,21.8,7.2,24.4,3.8,455,23
"M1051",63543,15924,1,10,15.2,0.286,9,19.7,8.9,31.3,4.3,552,44
"M1052",44406,-3213,0,9,10,0.374,9,17.4,6.9,23.8,4,518,47
"M1053",50401,2782,1,10,10.7,0.329,9,19.5,7.7,29.4,5.1,628,50
"M1054",20900,-26719,0,9,7.2,0.377,9,19,8.2,21,3.8,476,36
"M1055",72254,24635,1,10,15.6,0.223,9,16.6,6.8,27.3,4.8,679,59
"M1056",61242,13623,1,10,12.4,0.31,10,19.9,3.8,30.4,5.3,613,40
"M1057",49508,1889,1,10,9.2,0.394,9,19.9,6.2,28.6,3.5,598,41
"M1058",69320,21701,1,10,15.9,0.195,10,15.4,4.4,26.5,4.8,556,54
"M1059",47549,-70,0,9,9.9,0.313,9,18.7,6.6,26.1,5.1,496,30
"M1060",20065,-27554,0,9,11.4,0.502,9,29.2,7,23.8,3.6,475,33
"M1061",34217,-13402,0,9,9.7,0.418,9,15.9,11,27.4,5.1,465,44
"M1062",72133,24514,1,10,11.4,0.324,9,18.7,7.3,31.8,5.6,583,50
"M1063",64984,17365,1,10,13.4,0.325,9,11.9,8,27.9,5.5,692,52
"M1064",48793,1174,1,10,10.7,0.311,9,16.4,6.1,26.7,4.1,523,48
"M1065",54989,7370,1,10,13.5,0.34,9,18.3,7.6,23.4,4.3,616,54
"M1066",61930,14311,1,10,11.9,0.232,9,17.3,6.4,23.5,4,650,45
"M1067",44175,-3444,0,9,15.3,0.325,10,19.1,6.5,22.3,4.7,460,51
"M1068",64158,16539,1,10,13.5,0.376,9,18.3,6.4,27.7,4.7,620,51
"M1069",53431,5812,1,10,8.8,0.342,9,14.5,8.7,32,4.9,664,51
"M1070",47190,-429,0,9,10,0.33,9,21.8,4.6,20.5,4.9,461,49
"M1071",48063,444,1,10,15.2,0.288,9,21.5,6.5,22.7,4.8,593,52
"M1072",58135,10516,1,10,15.6,0.369,10,18,4.5,27.4,4.2,656,50
"M1073",51802,4183,1,10,11.7,0.397,9,14.4,6.4,26.5,4.4,560,40
"M1074",54339,6720,1,10,16.5,0.3,9,16.8,9.3,27.9,4.3,611,61
"M1075",45907,-1712,0,9,10.6,0.332,10,18,7.4,21.6,4.6,509,35
"M1076",34080,-13539,0,9,8,0.357,9,19.7,6.9,28.2,4.3,498,45
"M1077",70061,22442,1,10,14.7,0.239,9,15.8,4.5,27.5,4.7,723,51
"M1078",45457,-2162,0,9,9.7,0.388,10,23.2,9.1,21.8,5.1,483,31
"M1079",64504,16885,1,10,10.7,0.339,10,18.7,5,24.6,4.4,615,40
"M1080",20671,-26948,0,9,10.2,0.461,10,22,7.4,21.7,4.2,407,48
"M1081",43246,-4373,0,9,12.2,0.279,9,25,5.7,12.8,5.7,547,36
"M1082",29050,-18569,0,9,9.5,0.259,9,20.2,7.5,20,3.6,401,32
"M1083",73342,25723,1,10,15.4,0.301,9,11.4,6.6,23.7,4.6,655,43
"M1084",34168,-13451,0,9,12.3,0.336,9,22.5,6.5,26.3,4.6,492,33
"M1085",67588,19969,1,10,10.3,0.205,9,18.4,6.5,31.2,3.8,631,53
"M1086",65715,18096,1,10,13.1,0.318,9,19,4.7,29.9,4.7,626,38
"M1087",38858,-8761,0,9,10.3,0.417,9,23.2,5,24.7,4.7,459,34
"M1088",66167,18548,1,10,12.2,0.278,10,20.7,5.2,28.2,4.5,594,43
"M1089",62144,14525,1,10,13,0.303,10,15.8,5.1,23.9,4.4,657,52
"M1090",43949,-3670,0,9,10.5,0.338,9,18.2,7.9,27.6,4.6,457,34
"M1091",23066,-24553,0,9,10.5,0.399,9,20.1,6,19.1,4.2,459,36
"M1092",25963,-21656,0,9,10.9,0.45,9,25.8,7.5,24.4,4.2,388,18
"M1093",25921,-21698,0,9,12.7,0.384,9,18.4,6.9,25.3,4.6,460,45
"M1094",25962,-21657,0,9,10.2,0.393,9,19.5,5.5,23,4.9,393,39
"M1095",31850,-15769,0,9,10.4,0.432,10,21.5,5.3,26.7,4.6,542,37
"M1096",57595,9976,1,10,13.5,0.288,9,18.8,4.8,29.4,5.6,618,57
"M1097",27351,-20268,0,9,8.1,0.385,9,19.9,7.1,30.3,4,474,40
"M1098",39747,-7872,0,9,8.9,0.338,10,20.5,6.1,26.9,4.5,518,31
"M1099",42891,-4728,0,9,12.2,0.353,9,20.7,7.9,20.5,4,416,44
"M1100",67801,20182,1,10,15.1,0.281,9,15,8.2,34.7,5.4,607,54
"M1101",36090,-11529,0,9,13.7,0.433,9,26.5,7.3,24.6,5.3,435,27
"M1102",42231,-5388,0,9,8.1,0.453,9,18.3,10,20.3,4.8,458,34
"M1103",24278,-23341,0,9,11.3,0.419,9,19.9,5.8,23.8,4.2,393,34
"M1104",46740,-879,0,9,14.6,0.357,9,19.8,8.6,20.8,4.6,496,33
"M1105",56025,8406,1,10,12.7,0.326,9,19,5.3,29.4,4.7,611,57
"M1106",34453,-13166,0,9,10.4,0.399,10,20.9,6.6,19.4,4.8,528,36
"M1107",47547,-72,0,9,12.6,0.432,9,18.9,5.4,24.3,4.3,492,32
"M1108",20771,-26848,0,9,11.2,0.461,9,20.6,6.3,20.9,3.8,489,28
"M1109",71188,23569,1,10,14.9,0.33,9,20.6,7.9,31.6,5.4,564,40
"M1110",33351,-14268,0,9,11.4,0.382,9,22.7,6,21.8,4.6,451,40
"M1111",31311,-16308,0,9,11.2,0.345,9,17.7,7.4,21.6,4.9,450,43
"M1112",66515,18896,1,10,13.6,0.285,9,13.5,7.2,27.7,5.1,571,46
"M1113",43270,-4349,0,9,11.8,0.35,9,20.1,5.8,21.6,4.9,585,48
"M1114",66452,18833,1,10,14.6,0.303,9,16.5,4.5,29.6,3.8,685,58
"M1115",31663,-15956,0,9,9.8,0.376,9,21.3,6.8,19.6,3.7,439,38
"M1116",56066,8447,1,10,14.7,0.32,9,18.4,4.2,27.5,4.4,580,57
"M1117",67647,20028,1,10,15,0.287,9,20.8,3.5,27.8,3.8,519,41
"M1118",67923,20304,1,10,14.3,0.309,9,20,6.7,31.1,3.4,622,47
"M1119",52307,4688,1,10,11.7,0.312,9,18.5,7.2,25.3,4.1,563,50
"M1120",32610,-15009,0,9,11.4,0.391,9,21.9,8.9,20,4.5,475,39
"M1121",30669,-16950,0,9,11.4,0.307,9,23.3,6.2,25,5.1,422,36
"M1122",61711,14092,1,10,16.4,0.308,10,18.6,6.6,28.9,5.4,604,58
"M1123",22908,-24711,0,9,11.9,0.445,9,16.8,7.8,19.4,4.4,436,42
"M1124",52993,5374,1,10,11.2,0.395,9,21.9,6.5,27.9,3.8,592,39
"M1125",65376,17757,1,10,10.5,0.297,9,16.1,8,32.6,4.3,582,55
"M1126",43299,-4320,0,9,12.7,0.332,10,21.8,6.9,26.8,4.8,502,42
"M1127",46579,-1040,0,9,14.4,0.357,9,19.5,9,22.9,4.7,492,38
"M1128",55024,7405,1,10,11.3,0.371,9,13.8,7.2,26.1,4.3,547,50
"M1129",35941,-11678,0,9,8.6,0.296,9,21.6,8.7,18.2,4.7,409,23
"M1130",66620,19001,1,10,14.7,0.307,9,18.5,6.8,24.2,4.9,612,52
"M1131",69425,21806,1,10,11,0.466,9,18.7,4.3,23.9,4.7,623,43
"M1132",67287,19668,1,10,16.2,0.256,9,18.2,5.4,24.9,4.6,692,46
"M1133",22737,-24882,0,9,12.8,0.286,9,21.4,6.6,18.9,3.7,475,34
"M1134",66447,18828,1,10,16,0.265,9,14.7,6,24.1,4.5,542,54
"M1135",56481,8862,1,10,14.3,0.329,10,18.6,5.3,21.3,3.9,707,45
"M1136",30267,-17352,0,9,12,0.338,9,20.1,7.7,19.2,4.2,396,33
"M1137",73261,25642,1,10,11.2,0.308,9,15.8,3.6,25.4,5.3,600,55
"M1138",48386,767,1,10,13.7,0.287,9,14.3,3.8,27.9,4.1,472,53
"M1139",27651,-19968,0,9,9.2,0.428,9,17.2,10,28.1,5.1,460,28
"M1140",21474,-26145,0,9,5.9,0.354,9,18.4,8,24.4,4.3,507,40
"M1141",63299,15680,1,10,15.2,0.361,9,14.4,6.4,29.2,3.8,643,59
"M1142",41422,-6197,0,9,12.6,0.32,9,18.2,6.2,24.6,4.1,436,35
"M1143",44835,-2784,0,9,9.4,0.331,9,19.7,5.2,23.6,3.7,459,38
"M1144",71837,24218,1,10,12.9,0.252,9,22.9,6.6,29.5,3.6,576,38
"M1145",39500,-8119,0,9,14.3,0.329,9,20,5.6,26.6,3.8,418,34
"M1146",58778,11159,1,10,12.4,0.322,10,17.3,6.5,24.2,4.7,618,55
"M1147",61009,13390,1,10,14.6,0.29,9,14.4,6.8,30.2,5.9,590,51
"M1148",36057,-11562,0,9,9.9,0.424,9,19.4,9.2,26.5,4.9,496,41
"M1149",62003,14384,1,10,11.7,0.327,9,17.7,5.9,31.8,5.2,621,45
"M1150",33125,-14494,0,9,10.6,0.317,9,23.1,7.1,25.1,4.8,484,31
"M1151",34010,-13609,0,9,9.7,0.382,9,20.8,7.8,20.6,3.4,485,44
"M1152",62058,14439,1,10,12.9,0.246,9,19,5.9,26.4,4.4,621,49
"M1153",70991,23372,1,10,12,0.258,9,15.3,5.8,31.2,4.5,684,36
"M1154",22959,-24660,0,9,6.7,0.396,10,17,9.6,25.7,4.2,390,44
"M1155",47154,-465,0,9,12.6,0.316,9,17.8,6.5,25.3,4.5,374,35
"M1156",71754,24135,1,10,13.2,0.334,9,16.1,5.3,31.2,3.8,627,51
"M1157",54869,7250,1,10,11.2,0.383,9,14.4,3.5,27.4,4.9,581,33
"M1158",21589,-26030,0,9,11.9,0.409,9,18.9,5.3,25,3.1,520,25
"M1159",30593,-17026,0,9,11.8,0.288,9,21,5.2,19.8,3.6,454,32
"M1160",45361,-2258,0,9,14.6,0.254,9,17.1,6.3,21.3,4.8,543,46
"M1161",37846,-9773,0,9,11.2,0.387,9,20.1,7.3,27.7,4.9,440,43
"M1162",39426,-8193,0,9,12.5,0.366,9,22.3,8.6,29.8,5.5,424,35
"M1163",66284,18665,1,10,12.3,0.339,9,15.2,5.4,26.3,4.6,589,45
"M1164",35038,-12581,0,9,8.3,0.28,9,19.1,7.1,23.6,4.3,514,45
"M1165",39743,-7876,0,9,10.4,0.388,10,19.2,8.1,22.2,4.9,452,44
"M1166",61308,13689,1,10,16.6,0.31,10,16.1,5.7,26.6,5.1,580,50
"M1167",73767,26148,1,10,13.4,0.347,9,14.1,6.8,30.2,4.4,620,48
"M1168",31989,-15630,0,9,10.2,0.349,9,26.9,7.8,21.1,4.2,392,28
"M1169",25686,-21933,0,9,11.8,0.382,9,16.7,7.5,22,4.1,519,33
"M1170",61185,13566,1,10,12.7,0.351,9,20.2,4.1,26.4,4.6,608,46
"M1171",44213,-3406,0,9,10.5,0.33,10,21.8,9,22.3,5.1,460,46
"M1172",52337,4718,1,10,13.1,0.319,9,18.8,6.2,24.7,4.4,583,38
"M1173",40588,-7031,0,9,13.6,0.281,9,19.8,8.2,24,3.9,451,40
"M1174",51263,3644,1,10,9.7,0.333,9,18.9,6.5,26,4,585,40
"M1175",54957,7338,1,10,13.8,0.385,9,21,5.5,21.8,5,607,44
"M1176",63834,16215,1,10,15,0.261,9,13,5.5,28,4.7,612,43
"M1177",72736,25117,1,10,11.1,0.172,9,17.1,6.5,26.5,4.3,659,49
"M1178",39808,-7811,0,9,12.4,0.283,9,18.4,7,24.2,4.7,476,38
"M1179",57157,9538,1,10,12.3,0.354,9,14.9,6.4,29,4.4,589,50
"M1180",61185,13566,1,10,13.1,0.304,9,19.8,4.2,28.2,4.2,618,44
"M1181",25084,-22535,0,9,9.2,0.338,9,16.7,5.3,17.4,3.6,377,36
"M1182",32454,-15165,0,9,10.1,0.364,9,21.6,6,22.7,3.5,454,41
"M1183",53507,5888,1,10,9.6,0.36,10,16.4,5.9,25.7,4.7,566,43
"M1184",71646,24027,1,10,14,0.226,9,16.1,5.3,23.8,5.8,644,52
"M1185",39949,-7670,0,9,9.1,0.364,10,19.2,9,26.4,4.4,544,42
"M1186",56990,9371,1,10,13,0.347,9,21.7,5.7,28,4.7,699,44
"M1187",46692,-927,0,9,9.4,0.32,9,18.5,6.7,25.6,5.1,425,29
"M1188",37537,-10082,0,9,9.8,0.345,9,20.7,7.9,25.6,4,402,46
"M1189",58073,10454,1,10,11.2,0.308,9,14.4,4.8,27.6,4.5,621,45
"M1190",22064,-25555,0,9,3.8,0.36,9,17.3,8.3,29.6,4.2,474,39
"M1191",48192,573,1,10,12.2,0.339,9,18.3,5.8,26.9,4.3,552,50
"M1192",69986,22367,1,10,13.5,0.302,9,16.8,4.8,24.2,4.5,548,43
"M1193",46275,-1344,0,9,14.6,0.357,9,17.2,8.4,17.6,5,457,43
"M1194",29409,-18210,0,9,7.6,0.36,9,22.6,7.3,23.4,3.5,457,34
"M1195",41682,-5937,0,9,10,0.442,9,19.6,9,22.2,3.6,462,33
"M1196",59365,11746,1,10,12,0.38,10,15.1,8.8,25.1,4,631,45
"M1197",47841,222,1,10,13.6,0.249,9,18.9,6.2,25.6,4.8,633,52
"M1198",34176,-13443,0,9,11.2,0.422,10,21.7,5.7,21.7,4.7,451,43
"M1199",34947,-12672,0,9,11.7,0.4,9,26.1,8,21.4,4.2,448,38
"M1200",37031,-10588,0,9,11.5,0.316,9,19.4,6.8,25.5,3.3,429,31
"M1201",49921,2302,1,10,10,0.271,9,15.7,5.1,27.2,4.2,624,48
"M1202",29260,-18359,0,9,8.7,0.372,9,19,5.6,28.1,3.8,492,59
"M1203",44863,-2756,0,9,10.9,0.396,9,18.5,7.8,20.4,4.7,425,38
"M1204",53038,5419,1,10,12.2,0.394,9,16.7,7.6,28.9,5.6,620,51
"M1205",66061,18442,1,10,12.5,0.351,9,16.9,6.9,26.4,4.9,547,51
"M1206",60455,12836,1,10,10.7,0.352,9,20.6,6.1,26.4,4.5,575,48
"M1207",71708,24089,1,10,12.5,0.324,9,14.9,5.7,22.4,5.4,609,46
"M1208",74836,27217,1,10,13.1,0.156,10,19.6,5.3,26.6,4.7,510,52
"M1209",39103,-8516,0,9,12,0.403,9,22.1,6.9,24.3,4.1,418,32
"M1210",62837,15218,1,10,15.8,0.299,9,10.6,4.6,25.2,5,615,48
"M1211",29108,-18511,0,9,9.9,0.402,9,22.1,8.9,24.9,4.8,477,33
"M1212",47434,-185,0,9,13.1,0.228,9,20.1,7.9,24.2,5.5,559,34
"M1213",62604,14985,1,10,13.7,0.331,9,18.2,4.8,27.6,5.2,595,57
"M1214",35593,-12026,0,9,6.1,0.33,9,26.7,6.2,24.1,4.6,397,34
"M1215",28276,-19343,0,9,10.1,0.367,9,20.3,8.6,23.4,3.9,495,43
"M1216",67196,19577,1,10,17.8,0.322,9,13.8,5.8,30.6,4.1,681,42
"M1217",56830,9211,1,10,17.4,0.312,9,17.9,4.9,30.3,4.6,539,57
"M1218",58464,10845,1,10,10.8,0.454,9,20.7,3.8,29.2,4.4,612,51
"M1219",58574,10955,1,10,14.7,0.229,9,16.7,6.4,18.4,5.1,516,53
"M1220",51259,3640,1,10,11.3,0.346,9,20.2,7.3,25,4.5,546,52
"M1221",50302,2683,1,10,12.5,0.277,9,20.7,6.8,25.4,4.5,608,36
"M1222",73950,26331,1,10,15.7,0.298,9,13.3,5.3,35.9,4.6,654,32
"M1223",30843,-16776,0,9,10,0.438,9,20.8,8.2,29.2,4.4,452,37
"M1224",74249,26630,1,10,9,0.224,10,15.6,7.4,25.6,5.2,605,57
"M1225",37122,-10497,0,9,9.8,0.38,9,21.3,7.4,23.8,5.1,421,43
"M1226",39695,-7924,0,9,12.7,0.404,9,22.8,6.9,22.3,4.4,436,27
"M1227",59551,11932,1,10,12.5,0.312,9,19.7,4.7,28,4.5,621,46
"M1228",53228,5609,1,10,12,0.404,9,20.4,6.4,27.7,3.7,615,49
"M1229",65298,17679,1,10,14.5,0.343,9,19.4,7.4,32.8,4.7,636,44
"M1230",29938,-17681,0,9,10.9,0.335,9,17.1,8,21.7,4.7,455,34
"M1231",53857,6238,1,10,12.9,0.363,9,17.2,5.7,26.1,4.9,591,42
"M1232",31914,-15705,0,9,10.9,0.278,10,20.1,4.7,24.7,4.1,424,45
"M1233",74345,26726,1,10,14.2,0.254,9,14.9,5.9,29.4,4.7,566,54
"M1234",28058,-19561,0,9,12.2,0.349,9,23.5,8.8,23.6,3.8,501,37
"M1235",61478,13859,1,10,13.2,0.359,9,19.7,1.7,26,4.9,557,40
"M1236",70007,22388,1,10,17.6,0.249,9,16.9,7.4,27,4.8,598,45
"M1237",29730,-17889,0,9,8,0.347,9,24.1,7.8,22.9,4,400,35
"M1238",43848,-3771,0,9,11.2,0.347,9,21.5,7.5,23.5,4.5,425,45
"M1239",27779,-19840,0,9,14.8,0.428,9,20.2,8.4,28.3,4.1,509,34
"M1240",68571,20952,1,10,10.3,0.32,9,19.6,7.1,24.9,4,574,39
"M1241",33882,-13737,0,9,8.2,0.32,9,20.3,9.2,23.5,5.1,425,36
"M1242",69777,22158,1,10,16.1,0.25,9,14.3,6.1,27,4.5,659,48
"M1243",30829,-16790,0,9,9.8,0.363,9,21.1,6,21.4,3.7,447,32
"M1244",41554,-6065,0,9,13,0.321,9,22.5,8.5,21.1,5.5,436,53
