"municipio","region","nordeste","poblacion","poblacion_c","umbral","concejo_grande","n_concejales","pib_pc","prop_pobres","bancas_2000","mortalidad_infantil","mortalidad_postneonatal","matricula_primaria","ideb","burocratas","proyectos_servicios"
"M0751","Sudeste",0,44657,-2962,47619,0,9,9.9,0.355,10,18.7,7.3,25,4.4,521,38
"M0752","Nordeste",1,51945,4326,47619,1,10,10,0.304,9,20.8,6.2,26.1,4.7,500,46
"M0753","Sudeste",0,42950,-4669,47619,0,9,11.2,0.336,9,17.4,6,22.9,5,489,35
"M0754","Sudeste",0,24010,-23609,47619,0,9,10.8,0.357,9,15.7,7.2,24.1,4.4,473,24
"M0755","Nordeste",1,37695,-9924,47619,0,9,5.1,0.391,9,18.2,9.7,27.4,3.8,416,34
"M0756","Sudeste",0,47075,-544,47619,0,9,11.9,0.398,10,24.6,7.4,26.6,4.4,463,42
"M0757","Sudeste",0,74449,26830,47619,1,10,12.9,0.29,9,16,5.8,22.9,4.4,529,54
"M0758","Sul",0,23990,-23629,47619,0,9,11.7,0.473,10,15.4,9.3,23.3,4.4,438,50
"M0759","Sudeste",0,30988,-16631,47619,0,9,8.2,0.368,10,19.6,6.1,26.6,3.8,396,39
"M0760","Norte",0,61021,13402,47619,1,10,15,0.329,10,15.7,5.9,26,4.9,656,54
"M0761","Nordeste",1,51297,3678,47619,1,10,14.6,0.335,9,17,8.4,22.5,4.2,597,50
"M0762","Sudeste",0,62673,15054,47619,1,10,12.5,0.33,10,21.5,4.5,27.6,4.9,611,49
"M0763","Sul",0,42184,-5435,47619,0,9,13,0.382,9,19.5,7.5,26.6,4.1,499,41
"M0764","Sul",0,49390,1771,47619,1,10,13.3,0.235,9,20.1,6.6,19.5,4.1,557,47
"M0765","Nordeste",1,53236,5617,47619,1,10,12.3,0.32,9,14.7,4.5,26.2,3.6,628,53
"M0766","Norte",0,74503,26884,47619,1,10,11.4,0.277,9,18,3,22.2,5.6,695,56
"M0767","Nordeste",1,48179,560,47619,1,10,14.4,0.405,9,13.5,4.6,32.2,5.1,590,49
"M0768","Nordeste",1,46006,-1613,47619,0,9,12.3,0.289,10,17.3,7.9,25.6,5.1,496,40
"M0769","Nordeste",1,71519,23900,47619,1,10,14.8,0.3,9,16,4.8,29,5.2,550,43
"M0770","Sudeste",0,44289,-3330,47619,0,9,13.4,0.365,9,19.2,4.9,20.4,5.4,409,53
"M0771","Sudeste",0,55854,8235,47619,1,10,9.8,0.334,10,18.6,3.5,26.7,3.9,571,61
"M0772","Sudeste",0,24930,-22689,47619,0,9,9.9,0.408,9,19.5,7.3,21.6,4.8,412,22
"M0773","Nordeste",1,22924,-24695,47619,0,9,10.4,0.378,9,17.3,7.2,22,3.6,489,32
"M0774","Sul",0,21160,-26459,47619,0,9,7.6,0.451,9,20.9,7.3,22.1,5.4,472,32
"M0775","Nordeste",1,63681,16062,47619,1,10,13.1,0.283,10,19.7,6.5,27.7,4.5,668,55
"M0776","Sul",0,46233,-1386,47619,0,9,8.4,0.323,9,15.6,7.7,23.2,3.9,524,30
"M0777","Sudeste",0,44604,-3015,47619,0,9,11.7,0.332,9,21,5.7,22.4,4.3,536,42
"M0778","Norte",0,50988,3369,47619,1,10,15.5,0.355,9,18.1,4.8,30.9,4.6,550,45
"M0779","Sudeste",0,68736,21117,47619,1,10,13.4,0.258,9,21.9,4.2,25.5,4.4,643,47
"M0780","Sudeste",0,73360,25741,47619,1,10,12.8,0.322,10,16.3,6.7,27.2,4.1,533,54
"M0781","Sudeste",0,47815,196,47619,1,10,12.1,0.387,9,18.9,5.7,29.7,4.4,522,40
"M0782","Sudeste",0,72545,24926,47619,1,10,13.2,0.261,10,15.6,5.6,22,4.3,697,41
"M0783","Sul",0,62427,14808,47619,1,10,17,0.294,9,15.8,6.4,26.1,5.1,616,60
"M0784","Sul",0,26045,-21574,47619,0,9,5.4,0.23,9,19.2,8.5,23.5,5,470,38
"M0785","Norte",0,64784,17165,47619,1,10,14,0.29,9,24.2,5.7,28.9,4.1,610,48
"M0786","Nordeste",1,40516,-7103,47619,0,9,8.1,0.431,9,20.2,8.5,25.2,4,445,42
"M0787","Sudeste",0,26949,-20670,47619,0,9,11.9,0.373,9,19.6,8.2,20,3.5,418,32
"M0788","Sul",0,55350,7731,47619,1,10,14.1,0.35,9,17.2,5.8,26.4,4.8,562,59
"M0789","Centro-Oeste",0,70708,23089,47619,1,10,15.1,0.397,9,16.1,4.5,30.4,4.6,667,42
"M0790","Sul",0,25141,-22478,47619,0,9,12.7,0.466,10,17.5,7.2,26,4.2,463,35
"M0791","Centro-Oeste",0,59023,11404,47619,1,10,11.8,0.291,9,21.3,3.6,24.3,5.2,679,48
"M0792","Nordeste",1,52762,5143,47619,1,10,7.6,0.335,9,16.5,6.1,28.9,4.7,583,51
"M0793","Nordeste",1,38663,-8956,47619,0,9,8.1,0.316,9,18.2,8.2,23.4,4.2,494,37
"M0794","Sudeste",0,39458,-8161,47619,0,9,14.9,0.378,10,22.7,5.8,23.7,4.9,444,44
"M0795","Centro-Oeste",0,44009,-3610,47619,0,9,9.3,0.348,9,25.1,8.7,33.4,4.6,482,58
"M0796","Nordeste",1,53828,6209,47619,1,10,14.4,0.299,9,15.6,3.3,22.1,4.8,609,51
"M0797","Sudeste",0,24858,-22761,47619,0,9,6.8,0.327,9,21.4,6.1,22.8,4.3,471,37
"M0798","Sul",0,32233,-15386,47619,0,9,11.2,0.43,9,23.1,6.4,21,4.1,426,37
"M0799","Norte",0,43505,-4114,47619,0,9,13.3,0.416,9,25.6,7,22.1,4.1,428,46
"M0800","Nordeste",1,31190,-16429,47619,0,9,9.2,0.378,9,18,6.9,27.1,4.2,494,29
"M0801","Sudeste",0,73750,26131,47619,1,10,10.3,0.329,9,16.6,5.9,24.4,4.9,611,49
"M0802","Sudeste",0,29729,-17890,47619,0,9,10.8,0.305,9,20.8,5.8,27,4.6,499,44
"M0803","Sul",0,63162,15543,47619,1,10,10.9,0.409,9,15.1,5.8,27.2,4.5,691,54
"M0804","Nordeste",1,32139,-15480,47619,0,9,11.6,0.367,9,19.3,5.1,25.2,5.2,476,35
"M0805","Nordeste",1,51642,4023,47619,1,10,11,0.348,10,22.3,5.6,27.6,4.3,533,42
"M0806","Norte",0,50420,2801,47619,1,10,9.9,0.285,10,14.9,6.1,28.7,4.9,617,51
"M0807","Nordeste",1,31189,-16430,47619,0,9,9.9,0.343,9,17.8,5.4,26.5,4.4,498,38
"M0808","Sul",0,44094,-3525,47619,0,9,11.6,0.297,10,15.7,8.6,26.4,4.3,453,33
"M0809","Sul",0,65703,18084,47619,1,10,14.4,0.218,9,21,4.4,23.2,5.5,642,51
"M0810","Sudeste",0,29958,-17661,47619,0,9,13.8,0.442,10,19.1,6.6,21.1,3.7,458,28
"M0811","Norte",0,21083,-26536,47619,0,9,11.5,0.444,10,24.4,7.9,19.5,3.3,411,26
"M0812","Centro-Oeste",0,36356,-11263,47619,0,9,10.3,0.414,9,14.5,4.5,19.1,4.5,483,35
"M0813","Nordeste",1,52848,5229,47619,1,10,13.3,0.326,9,16.9,6,25.1,4.9,550,56
"M0814","Centro-Oeste",0,47115,-504,47619,0,9,12,0.326,10,24.9,6.6,26.3,4.5,472,55
"M0815","Nordeste",1,45205,-2414,47619,0,9,10.3,0.302,9,20.6,7.2,24.5,3.7,530,50
"M0816","Sudeste",0,48230,611,47619,1,10,11.2,0.424,10,18.9,6.9,30.9,3.9,618,59
"M0817","Sudeste",0,54452,6833,47619,1,10,9.6,0.464,9,15.5,5.6,29.6,5.4,547,49
"M0818","Norte",0,48136,517,47619,1,10,7.5,0.366,9,15.9,7,23.6,4.4,637,45
"M0819","Nordeste",1,61776,14157,47619,1,10,15.3,0.416,9,16.4,7.8,25.5,4.6,541,58
"M0820","Centro-Oeste",0,38269,-9350,47619,0,9,15.3,0.296,9,22.1,8.5,16.8,4.5,589,39
"M0821","Norte",0,70541,22922,47619,1,10,13.4,0.23,9,19.3,6.5,33.2,5,643,56
"M0822","Sudeste",0,47545,-74,47619,0,9,10,0.351,9,17.4,7,25.5,5.5,433,42
"M0823","Sudeste",0,49180,1561,47619,1,10,15.1,0.276,9,17.1,4.8,24.5,4.5,676,48
"M0824","Nordeste",1,33004,-14615,47619,0,9,11.7,0.409,9,20.6,6.9,22.2,4,462,36
"M0825","Sudeste",0,63668,16049,47619,1,10,12.3,0.277,9,21.7,6,20.9,4.6,614,53
"M0826","Norte",0,34830,-12789,47619,0,9,11.7,0.41,9,21,8.3,20.3,4.9,370,47
"M0827","Norte",0,62245,14626,47619,1,10,7.9,0.274,9,20.6,4.2,26.2,4.1,661,45
"M0828","Centro-Oeste",0,31290,-16329,47619,0,9,14.5,0.44,9,24.4,9,23.2,3.8,492,38
"M0829","Sudeste",0,62361,14742,47619,1,10,10.3,0.267,9,17.2,7.9,29.6,5,641,45
"M0830","Nordeste",1,30001,-17618,47619,0,9,7.6,0.414,9,19.8,5.9,18,4.1,418,37
"M0831","Sudeste",0,49178,1559,47619,1,10,11,0.424,9,16.6,4.8,29.6,4.1,498,55
"M0832","Sudeste",0,51141,3522,47619,1,10,10.8,0.312,9,14.5,6.9,29.1,3.5,567,48
"M0833","Centro-Oeste",0,27702,-19917,47619,0,9,8.9,0.398,9,18.1,9.1,22.3,4.1,428,34
"M0834","Centro-Oeste",0,35422,-12197,47619,0,9,9.7,0.434,9,15.4,6.3,23.7,3.8,475,49
"M0835","Nordeste",1,31582,-16037,47619,0,9,12.6,0.421,9,18,8.2,21.5,3.9,481,41
"M0836","Nordeste",1,32194,-15425,47619,0,9,8,0.308,9,22.5,8.2,27.4,4.6,456,37
"M0837","Sudeste",0,23268,-24351,47619,0,9,10.7,0.406,9,18.2,7.1,23.2,4.1,460,40
"M0838","Nordeste",1,46738,-881,47619,0,9,11.6,0.283,9,18.2,5.9,22.3,4.2,434,37
"M0839","Centro-Oeste",0,60108,12489,47619,1,10,11.2,0.224,9,17.5,7.7,22.9,4.6,603,41
"M0840","Sul",0,53030,5411,47619,1,10,14,0.252,10,15,4.9,33.8,5.1,603,37
"M0841","Sudeste",0,22363,-25256,47619,0,9,9.3,0.466,9,20.9,8.5,22,4.2,465,48
"M0842","Centro-Oeste",0,40857,-6762,47619,0,9,9.6,0.375,9,23.1,8.5,19,4.4,492,33
"M0843","Sul",0,71832,24213,47619,1,10,12.4,0.254,9,18.9,7.8,34.6,4.9,564,59
"M0844","Centro-Oeste",0,65582,17963,47619,1,10,12.5,0.226,9,14.2,4.4,26.9,5.2,619,52
"M0845","Centro-Oeste",0,45268,-2351,47619,0,9,9.7,0.422,9,21.1,9.2,22,5.4,540,42
"M0846","Sudeste",0,53622,6003,47619,1,10,12.2,0.299,9,17.8,4,28.9,4.7,586,61
"M0847","Sudeste",0,38296,-9323,47619,0,9,11.1,0.342,10,20.8,7.3,19.3,4.9,339,37
"M0848","Sudeste",0,41301,-6318,47619,0,9,11.3,0.343,9,21.6,5.6,30.7,3.9,471,44
"M0849","Nordeste",1,64172,16553,47619,1,10,13.8,0.293,9,16.8,3.7,27.9,4.4,587,51
"M0850","Sudeste",0,57214,9595,47619,1,10,16.1,0.3,9,19.2,6.5,24.2,4.9,503,54
"M0851","Centro-Oeste",0,41167,-6452,47619,0,9,11.3,0.37,9,25.3,5.7,20.1,4.3,538,40
"M0852","Centro-Oeste",0,26600,-21019,47619,0,9,12,0.352,9,18.2,8.1,19,4.4,456,41
"M0853","Sul",0,71029,23410,47619,1,10,13.5,0.222,9,19.5,4.9,22.3,4.2,557,43
"M0854","Sudeste",0,40015,-7604,47619,0,9,10.9,0.273,10,21.3,7.3,23.3,5.1,430,43
"M0855","Sudeste",0,24571,-23048,47619,0,9,10,0.399,9,19.4,7.7,22.3,4.3,507,35
"M0856","Norte",0,54225,6606,47619,1,10,12.8,0.252,9,16,5.3,31,4.5,511,46
"M0857","Nordeste",1,63434,15815,47619,1,10,12,0.347,9,24.5,7.1,27.9,4.6,598,59
"M0858","Sudeste",0,50016,2397,47619,1,10,15.1,0.174,9,20.1,8.5,30.3,3.9,547,43
"M0859","Sudeste",0,70686,23067,47619,1,10,15.4,0.305,9,17.9,7.7,27.6,4.6,556,62
"M0860","Sudeste",0,67540,19921,47619,1,10,14.3,0.266,9,14.5,5.2,32.6,4.8,587,56
"M0861","Sudeste",0,74014,26395,47619,1,10,11,0.306,9,17.3,8.6,24.7,4.9,717,49
"M0862","Norte",0,67992,20373,47619,1,10,14.4,0.357,9,14.5,4.7,23.2,5.3,617,51
"M0863","Centro-Oeste",0,70916,23297,47619,1,10,14.7,0.299,9,17.1,7,30.1,4.4,615,67
"M0864","Centro-Oeste",0,40051,-7568,47619,0,9,10.3,0.298,9,25.5,6.6,24.5,4.2,512,39
"M0865","Sudeste",0,66016,18397,47619,1,10,15.5,0.399,9,17.6,7.9,23.3,4.5,533,41
"M0866","Sudeste",0,54655,7036,47619,1,10,18.4,0.331,9,17.6,5.3,27.6,4.9,628,48
"M0867","Nordeste",1,29888,-17731,47619,0,9,11.8,0.344,9,18.7,6.1,25.8,4.3,487,48
"M0868","Centro-Oeste",0,42170,-5449,47619,0,9,14.5,0.404,9,26.9,6.7,27.2,4.3,526,43
"M0869","Norte",0,66163,18544,47619,1,10,12.6,0.434,9,15.8,3.4,25.1,3.8,556,55
"M0870","Sudeste",0,41970,-5649,47619,0,9,13.1,0.334,9,24.2,6.1,22.2,3.5,584,27
"M0871","Nordeste",1,66116,18497,47619,1,10,13,0.348,9,16.2,7.5,25.2,4.7,617,50
"M0872","Sudeste",0,72723,25104,47619,1,10,18.1,0.288,9,17.2,5.9,24.4,5.4,598,44
"M0873","Sudeste",0,22838,-24781,47619,0,9,10.8,0.346,9,26.2,7.1,20.5,3.7,493,38
"M0874","Nordeste",1,32199,-15420,47619,0,9,13.7,0.358,9,21.5,6.2,25.6,4.7,519,40
"M0875","Norte",0,30216,-17403,47619,0,9,8.6,0.425,9,17.8,5.3,24,4.8,516,35
"M0876","Sudeste",0,53578,5959,47619,1,10,11,0.301,9,23,6.5,22.9,3.7,557,54
"M0877","Nordeste",1,35245,-12374,47619,0,9,8.4,0.44,9,15.2,8.3,28.4,4,445,41
"M0878","Norte",0,37311,-10308,47619,0,9,14.7,0.327,9,21,6.5,24.3,4.2,451,33
"M0879","Centro-Oeste",0,47212,-407,47619,0,9,14.9,0.325,9,20.7,7.2,21.2,4.6,439,51
"M0880","Sul",0,53525,5906,47619,1,10,12.2,0.274,9,15.7,5.2,24.4,3.5,535,44
"M0881","Sul",0,34797,-12822,47619,0,9,9,0.367,9,19.4,7.1,25.6,4.4,497,45
"M0882","Sul",0,65509,17890,47619,1,10,14.5,0.299,9,16.9,4.8,24.1,5,602,52
"M0883","Sudeste",0,71748,24129,47619,1,10,14.6,0.279,9,15.2,5.4,29,4.5,631,49
"M0884","Norte",0,52431,4812,47619,1,10,15,0.259,9,16,8.2,28,3.8,624,52
"M0885","Nordeste",1,42819,-4800,47619,0,9,9,0.37,9,20,4,25.6,3.6,479,37
"M0886","Centro-Oeste",0,45665,-1954,47619,0,9,9.7,0.387,9,21.5,7.6,25.8,3.7,548,44
"M0887","Nordeste",1,38048,-9571,47619,0,9,8.2,0.309,9,19.5,7.1,21.6,3.9,473,33
"M0888","Sudeste",0,60315,12696,47619,1,10,15.5,0.369,9,16.9,6.7,27.5,3.9,676,57
"M0889","Sul",0,59172,11553,47619,1,10,15.3,0.285,9,19.5,5.6,22.7,4.6,602,41
"M0890","Nordeste",1,48966,1347,47619,1,10,13.5,0.315,9,15.7,6.1,26.8,3.7,616,42
"M0891","Sudeste",0,38945,-8674,47619,0,9,11.1,0.369,9,18.1,5.9,23,4.2,396,42
"M0892","Sudeste",0,44523,-3096,47619,0,9,11.7,0.37,9,20.6,8.1,23,4,444,41
"M0893","Sudeste",0,26066,-21553,47619,0,9,13.1,0.391,9,21,6.7,28.5,4.8,429,40
"M0894","Nordeste",1,69947,22328,47619,1,10,14,0.297,9,20.7,5.5,31.7,4.9,599,44
"M0895","Sudeste",0,36525,-11094,47619,0,9,9.5,0.358,9,22.2,9.7,22.1,4,474,32
"M0896","Norte",0,33058,-14561,47619,0,9,8,0.322,9,23.4,7.4,23.7,3.3,457,32
"M0897","Sul",0,51614,3995,47619,1,10,13.7,0.366,9,20.1,5.6,26.6,4.8,581,50
"M0898","Sudeste",0,42668,-4951,47619,0,9,12.4,0.348,9,16,7.8,23.3,3.8,570,33
"M0899","Sudeste",0,38761,-8858,47619,0,9,13,0.4,9,20.6,7.1,26.1,3.6,519,30
"M0900","Nordeste",1,52617,4998,47619,1,10,12.7,0.349,9,18,6.9,24.3,4.3,653,52
"M0901","Sul",0,27139,-20480,47619,0,9,8.3,0.437,9,23.1,6.1,22.7,5.1,457,29
"M0902","Sudeste",0,45687,-1932,47619,0,9,9,0.351,9,22.8,6.5,25.4,4.9,433,39
"M0903","Nordeste",1,64766,17147,47619,1,10,10.3,0.349,9,18,8.6,25.3,4.2,650,49
"M0904","Centro-Oeste",0,46645,-974,47619,0,9,12,0.326,10,18.1,7.1,28.4,5.5,446,34
"M0905","Sudeste",0,30772,-16847,47619,0,9,10.1,0.374,10,17.1,6.6,25.6,4,502,49
"M0906","Sudeste",0,58284,10665,47619,1,10,9.2,0.312,9,22.5,6,26.5,3.9,542,51
"M0907","Norte",0,20646,-26973,47619,0,9,7.7,0.383,9,21.2,7.3,21.8,4.2,462,25
"M0908","Nordeste",1,52442,4823,47619,1,10,11.1,0.307,9,17.4,8,30.3,4.2,652,58
"M0909","Sudeste",0,62805,15186,47619,1,10,14,0.294,9,17.4,5.7,19.3,5.5,508,46
"M0910","Sudeste",0,63183,15564,47619,1,10,13.6,0.324,9,18.1,4.9,23.8,4.5,565,45
"M0911","Centro-Oeste",0,65771,18152,47619,1,10,15,0.238,9,20.2,6.4,27.6,5,606,46
"M0912","Sudeste",0,20574,-27045,47619,0,9,6.6,0.385,10,24.1,4.9,22.1,4.2,480,35
"M0913","Sudeste",0,57431,9812,47619,1,10,10.1,0.276,9,16.6,5.4,27,4.3,578,56
"M0914","Centro-Oeste",0,35979,-11640,47619,0,9,8.9,0.297,9,18.6,6.2,21.3,3.8,475,30
"M0915","Norte",0,62324,14705,47619,1,10,14.4,0.286,9,14.4,5.7,27.9,4.1,591,43
"M0916","Norte",0,43330,-4289,47619,0,9,11.7,0.344,9,16.5,7.7,27.2,4.8,438,32
"M0917","Sudeste",0,26228,-21391,47619,0,9,10.6,0.453,9,20.4,7,18.9,4.8,426,56
"M0918","Centro-Oeste",0,24001,-23618,47619,0,9,10.8,0.391,9,21.2,7.6,21.5,4,456,31
"M0919","Sudeste",0,68997,21378,47619,1,10,12.4,0.371,9,18.9,5.6,24.8,4.7,571,50
"M0920","Centro-Oeste",0,21454,-26165,47619,0,9,7.5,0.316,9,22.2,7,23.5,4.1,410,40
"M0921","Sudeste",0,60884,13265,47619,1,10,12.2,0.39,10,15.9,3.6,24.2,4.2,630,35
"M0922","Sudeste",0,68896,21277,47619,1,10,13.3,0.231,9,7.9,5.6,23.3,4.8,509,40
"M0923","Nordeste",1,60558,12939,47619,1,10,12.2,0.347,9,19.7,7.5,27.3,5.5,671,59
"M0924","Nordeste",1,27905,-19714,47619,0,9,11,0.354,9,22.7,7.2,22.9,5.1,502,29
"M0925","Centro-Oeste",0,58754,11135,47619,1,10,16.8,0.408,9,13.9,7.1,25.6,4.4,598,62
"M0926","Sudeste",0,45421,-2198,47619,0,9,12.1,0.307,9,17.8,5.3,23.8,4.2,526,31
"M0927","Norte",0,68457,20838,47619,1,10,13.4,0.29,9,19.7,6.3,22.3,5.9,638,48
"M0928","Norte",0,67200,19581,47619,1,10,13.7,0.25,9,16,4.3,24.1,4.8,666,42
"M0929","Sul",0,23193,-24426,47619,0,9,12.5,0.449,9,22,8.2,21.8,4,408,34
"M0930","Centro-Oeste",0,49767,2148,47619,1,10,9,0.325,9,16.5,6.3,25.4,5.5,550,50
"M0931","Sudeste",0,46553,-1066,47619,0,9,9.8,0.415,10,18,4,27,4.5,479,34
"M0932","Nordeste",1,20496,-27123,47619,0,9,9.9,0.419,10,21.8,6.9,20.8,4.7,472,33
"M0933","Sudeste",0,50496,2877,47619,1,10,13,0.339,10,19.2,7.1,27.7,4.7,523,42
"M0934","Nordeste",1,55016,7397,47619,1,10,9.6,0.343,10,20,8.3,23.8,4.6,618,37
"M0935","Nordeste",1,69651,22032,47619,1,10,18.6,0.214,9,17.8,4.3,24.4,5.6,578,46
"M0936","Sudeste",0,27344,-20275,47619,0,9,12.5,0.395,10,22.8,8.4,23.8,4.5,509,30
"M0937","Sudeste",0,73234,25615,47619,1,10,11.5,0.212,9,18.6,6.2,30.5,4.3,584,51
"M0938","Sudeste",0,41691,-5928,47619,0,9,11.5,0.351,9,22.6,8,23.1,4.3,509,35
"M0939","Sul",0,35338,-12281,47619,0,9,12,0.487,9,24.4,8.3,21.2,4.8,463,51
"M0940","Sul",0,51389,3770,47619,1,10,11.7,0.316,9,20.2,3.8,33,4.8,602,28
"M0941","Nordeste",1,62924,15305,47619,1,10,14.8,0.258,9,21.4,3.7,26.6,4.8,629,48
"M0942","Nordeste",1,30843,-16776,47619,0,9,11,0.46,9,24.9,3.8,18.7,5,481,43
"M0943","Nordeste",1,42961,-4658,47619,0,9,13.7,0.364,9,20.1,4.2,23.8,3.8,466,46
"M0944","Sudeste",0,36335,-11284,47619,0,9,11.2,0.333,9,15.2,8.6,21.3,4.4,350,40
"M0945","Sudeste",0,40695,-6924,47619,0,9,14.1,0.362,9,17,7.5,27,5.1,381,41
"M0946","Nordeste",1,37626,-9993,47619,0,9,10.2,0.364,9,20.4,7.5,26.1,3.6,527,38
"M0947","Sudeste",0,46601,-1018,47619,0,9,14.4,0.428,10,22,4.6,24,5,552,25
"M0948","Sul",0,36585,-11034,47619,0,9,11.2,0.433,9,18,7.9,18.6,4.7,473,34
"M0949","Sudeste",0,42808,-4811,47619,0,9,11.8,0.365,9,18.4,5.7,28,4.8,531,35
"M0950","Sul",0,38638,-8981,47619,0,9,9.2,0.294,9,17,10.2,24.5,4,450,37
"M0951","Sul",0,46686,-933,47619,0,9,14,0.337,9,18.5,7.4,20.6,4.9,432,36
"M0952","Sul",0,47231,-388,47619,0,9,11.3,0.329,10,17.3,6.6,22.7,4.8,484,46
"M0953","Sul",0,46166,-1453,47619,0,9,11.4,0.327,9,17.3,6.5,24.7,5.1,471,50
"M0954","Norte",0,21056,-26563,47619,0,9,10.5,0.337,9,18.4,7.5,24.3,4,464,36
"M0955","Sudeste",0,32695,-14924,47619,0,9,7.7,0.293,9,19.1,7.6,20.2,4.4,515,35
"M0956","Centro-Oeste",0,49862,2243,47619,1,10,11.2,0.345,9,10.2,6,27.2,4.7,598,37
"M0957","Sul",0,36166,-11453,47619,0,9,9.4,0.411,9,19.6,9.1,24.2,5,462,35
"M0958","Norte",0,35175,-12444,47619,0,9,11.6,0.336,9,24.5,10,27,4.8,430,25
"M0959","Centro-Oeste",0,60972,13353,47619,1,10,9.1,0.307,9,15,8.2,26.2,3.9,629,50
"M0960","Centro-Oeste",0,49704,2085,47619,1,10,9.8,0.325,9,15.4,8.7,21.9,5.6,565,65
"M0961","Nordeste",1,54111,6492,47619,1,10,14.3,0.293,9,19,7.6,32.4,4.7,557,42
"M0962","Sudeste",0,74176,26557,47619,1,10,14,0.345,9,13.4,3.4,23,4.2,655,43
"M0963","Norte",0,35072,-12547,47619,0,9,8.3,0.338,9,17.4,7.9,26.4,4.9,460,49
"M0964","Sudeste",0,69399,21780,47619,1,10,11.8,0.284,9,19.1,6.7,27.7,5,640,41
"M0965","Centro-Oeste",0,33403,-14216,47619,0,9,12.6,0.381,9,24.7,6.9,22,4.2,419,32
"M0966","Nordeste",1,52570,4951,47619,1,10,12.1,0.255,9,16.6,5.9,23.8,4.5,602,52
"M0967","Nordeste",1,59650,12031,47619,1,10,12.4,0.313,9,17.2,4.6,28.5,3.9,566,50
"M0968","Sul",0,57769,10150,47619,1,10,9.4,0.299,9,18.7,7.3,28.7,5.2,599,51
"M0969","Sudeste",0,30255,-17364,47619,0,9,10.8,0.333,9,25,7.7,23.2,5,498,34
"M0970","Nordeste",1,21626,-25993,47619,0,9,10.4,0.429,9,22,7.7,21.5,4.1,410,30
"M0971","Sul",0,54984,7365,47619,1,10,11.7,0.331,9,16,7.2,27.3,4.7,549,41
"M0972","Nordeste",1,74480,26861,47619,1,10,16.1,0.277,9,13.2,6.2,30,4.2,632,57
"M0973","Nordeste",1,42445,-5174,47619,0,9,12,0.324,9,22.9,7.2,26.9,4.6,487,33
"M0974","Nordeste",1,65945,18326,47619,1,10,12.5,0.32,9,15.6,8.7,29.9,3.9,521,40
"M0975","Sudeste",0,52609,4990,47619,1,10,15.8,0.327,9,18,3.9,26.7,4.7,654,45
"M0976","Nordeste",1,57406,9787,47619,1,10,13.8,0.379,10,21.7,5.5,28.5,4.1,524,50
"M0977","Nordeste",1,37137,-10482,47619,0,9,11.1,0.349,10,20.4,5.9,19.5,4.3,521,41
"M0978","Sudeste",0,37749,-9870,47619,0,9,9.8,0.345,9,20.2,8.6,23.6,4,466,43
"M0979","Sul",0,66253,18634,47619,1,10,15.1,0.318,9,15.1,3.7,25.2,4.4,613,47
"M0980","Nordeste",1,72485,24866,47619,1,10,16.4,0.321,9,12.9,4.3,28.9,5.1,630,56
"M0981","Centro-Oeste",0,47057,-562,47619,0,9,11.5,0.383,9,17.6,5.7,16.9,4.7,420,42
"M0982","Sul",0,67088,19469,47619,1,10,18,0.244,9,15.3,5,36.8,5,631,49
"M0983","Norte",0,44575,-3044,47619,0,9,12.6,0.29,10,19,6.4,28.8,4.1,496,36
"M0984","Nordeste",1,56755,9136,47619,1,10,13.2,0.26,9,14.5,5.6,24.5,4.4,564,47
"M0985","Sudeste",0,55770,8151,47619,1,10,11.3,0.264,9,18.1,5.5,26.5,4.5,546,45
"M0986","Sudeste",0,42710,-4909,47619,0,9,13.5,0.258,9,17.7,5.7,25,4.5,442,24
"M0987","Sudeste",0,43034,-4585,47619,0,9,10.2,0.282,10,18,9.6,21.6,4,524,32
"M0988","Nordeste",1,23420,-24199,47619,0,9,7.9,0.437,9,20.8,7,23.2,4.3,476,42
"M0989","Nordeste",1,30849,-16770,47619,0,9,10.8,0.261,9,20.9,6.5,22.1,4.1,436,45
"M0990","Nordeste",1,60632,13013,47619,1,10,12.6,0.303,9,23.1,5.7,28.5,4.3,536,60
"M0991","Nordeste",1,50663,3044,47619,1,10,10.7,0.258,9,18.1,6.1,28.3,4.5,647,47
"M0992","Sudeste",0,59123,11504,47619,1,10,15.5,0.318,10,19.8,6.1,28.2,5,607,51
"M0993","Sudeste",0,35149,-12470,47619,0,9,12.6,0.31,9,20,8,26.7,4.2,450,40
"M0994","Sudeste",0,55554,7935,47619,1,10,12.3,0.279,9,17.9,7,27.6,5.5,556,56
"M0995","Centro-Oeste",0,65547,17928,47619,1,10,14.3,0.269,9,13.2,6.9,25.2,4.4,682,46
"M0996","Sudeste",0,48948,1329,47619,1,10,15.5,0.247,9,22.6,5.7,27.2,4.9,628,35
"M0997","Centro-Oeste",0,23529,-24090,47619,0,9,12,0.319,10,24,7.6,23.4,3.8,467,26
"M0998","Centro-Oeste",0,59046,11427,47619,1,10,16,0.253,9,18.4,3.8,25.7,4.6,625,53
"M0999","Nordeste",1,59075,11456,47619,1,10,12.7,0.293,9,19.4,5.7,32.6,5.1,611,43
"M1000","Sudeste",0,56089,8470,47619,1,10,12,0.286,9,17.1,7,26.9,5,547,48
"M1001","Norte",0,62950,15331,47619,1,10,13.2,0.344,9,17.8,5.8,33.7,4.2,562,52
"M1002","Sul",0,40099,-7520,47619,0,9,12,0.357,9,24.2,6.7,24.7,4.7,537,31
